(132, 101, 1872, 951, 1914, 701)->[(-2-2*r5), (1-1*r5), (-3+1*r5), 2]
(2183, 424, 1289, 1739, 2128, 1910)->[(3+1*r5), 0, (0+2*r5), (3-1*r5)]
(897, 1860, 1032, 1589, 440, 158)->[-4, 0, 4, -4]
(353, 39, 1659, 1880, 1819, 2111)->[(-1-1*r5), (0+2*r5), -4, (-1+1*r5)]
(834, 1029, 197, 584, 1354, 115)->[(3-1*r5), (-3-1*r5), -2, -4]
(674, 1511, 427, 1232, 2008, 2265)->[-2, -4, (-3+1*r5), (-3-1*r5)]
(458, 1758, 306, 243, 370, 1374)->[(-1-1*r5), -2, (-2+2*r5), (-3-1*r5)]
(1634, 1797, 2374, 277, 1468, 1151)->[-2, (1-1*r5), (2+2*r5), (3-1*r5)]
(1484, 748, 2000, 2002, 2044, 2013)->[(0-2*r5), (-3-1*r5), 0, (-3+1*r5)]
(1827, 324, 2276, 2320, 1206, 958)->[4, (3-1*r5), -2, (-3-1*r5)]
(1889, 1346, 1703, 2125, 1853, 222)->[(-3-1*r5), (-1-1*r5), (-2+2*r5), 2]
(1699, 1479, 2247, 1522, 2035, 372)->[(1-1*r5), 4, (0+2*r5), (1+1*r5)]
(1445, 491, 2285, 2132, 985, 318)->[2, (3-1*r5), (-3-1*r5), 4]
(1280, 1956, 1929, 108, 1488, 2234)->[0, (0+2*r5), (-3-1*r5), (-3+1*r5)]
(1731, 1383, 1453, 856, 1947, 1919)->[(1-1*r5), (0-2*r5), (-1-1*r5), 4]
(162, 482, 969, 1130, 2033, 1687)->[(-1-1*r5), -2, (2-2*r5), (-3-1*r5)]
(2144, 2024, 1387, 1073, 597, 894)->[-2, (-1+1*r5), (2+2*r5), (3-1*r5)]
(544, 1800, 109, 693, 2229, 474)->[2, (3+1*r5), -4, (3-1*r5)]
(513, 2318, 1776, 1808, 340, 2295)->[(1-1*r5), (1+1*r5), -4, (0-2*r5)]
(582, 173, 1301, 1591, 792, 1276)->[-2, (-2+2*r5), (1+1*r5), (-3-1*r5)]
(1540, 1706, 15, 1715, 1844, 219)->[-6, 2, 2, -2]
(160, 448, 1008, 2323, 980, 984)->[-6, (-1+1*r5), 0, (1+1*r5)]
(6, 41, 1585, 370, 1175, 1374)->[-4, (-3+1*r5), 2, (-3-1*r5)]
(932, 36, 1543, 654, 787, 468)->[(-1-1*r5), 4, (1-1*r5), (0-2*r5)]
(1024, 1314, 1634, 1797, 2121, 1424)->[-2, -2, 6, 2]
(289, 948, 1620, 23, 1495, 1851)->[(0-2*r5), (1+1*r5), (-1+1*r5), 4]
(2188, 781, 181, 55, 249, 2106)->[2, -2, 6, 2]
(1665, 2275, 7, 817, 2263, 1976)->[(0+2*r5), -2, -2, (0+2*r5)]
(1601, 97, 2157, 110, 50, 1330)->[4, (-3+1*r5), 2, (-3-1*r5)]
(1, 1159, 778, 2352, 1850, 2333)->[-2, -2, (0-2*r5), (0-2*r5)]
(971, 2027, 1903, 82, 1428, 1780)->[2, (0-2*r5), 2, (0-2*r5)]
(965, 1927, 268, 1966, 508, 1309)->[(1+1*r5), 0, (1-1*r5), 6]
(1952, 1506, 1766, 1389, 1848, 1023)->[-2, (3+1*r5), (2-2*r5), (-1-1*r5)]
(163, 1926, 423, 2280, 876, 536)->[(1+1*r5), 4, (1-1*r5), (0-2*r5)]
(1798, 1929, 1993, 108, 693, 474)->[(3-1*r5), (3+1*r5), (0-2*r5), 0]
(140, 1790, 1746, 314, 477, 1150)->[(3+1*r5), -2, (3-1*r5), 4]
(896, 361, 2098, 85, 2262, 667)->[(-2+2*r5), (-3-1*r5), (-1-1*r5), -2]
(1353, 885, 1142, 2107, 156, 2302)->[0, (2-2*r5), 0, (-2-2*r5)]
(320, 394, 171, 1611, 209, 472)->[-2, -6, -2, 2]
(513, 1610, 2314, 340, 2358, 796)->[-2, 2, (0-2*r5), (0-2*r5)]
(2146, 36, 1543, 1492, 920, 1213)->[-4, 4, 0, -4]
(1679, 1139, 404, 2036, 1786, 2014)->[(0+2*r5), (1+1*r5), (-1+1*r5), 4]
(2080, 1256, 1486, 2131, 757, 378)->[(0+2*r5), (3-1*r5), (-3-1*r5), 0]
(1186, 2339, 1644, 1072, 764, 350)->[-2, (3+1*r5), (2-2*r5), (1+1*r5)]
(2181, 588, 1552, 2256, 57, 1562)->[2, (-1-1*r5), (3+1*r5), (2-2*r5)]
(1793, 2316, 753, 2321, 403, 1110)->[(0-2*r5), 2, (0-2*r5), -2]
(644, 2186, 687, 720, 2385, 1778)->[(3+1*r5), (3-1*r5), 4, -2]
(1861, 180, 1336, 603, 157, 1183)->[(1+1*r5), (3+1*r5), 2, (-2+2*r5)]
(1120, 2020, 453, 436, 728, 1855)->[4, 0, -4, -4]
(2021, 1646, 2046, 1847, 541, 343)->[-4, -2, (-3-1*r5), (3-1*r5)]
(1635, 1862, 491, 2132, 1846, 637)->[2, 2, (0-2*r5), (0+2*r5)]
(1697, 260, 316, 2043, 1020, 2109)->[(3-1*r5), 0, (-3-1*r5), (0-2*r5)]
(1895, 42, 1359, 690, 1141, 379)->[(0-2*r5), -4, (1+1*r5), (1-1*r5)]
(227, 1796, 1733, 1831, 2089, 1174)->[(2+2*r5), (-2+2*r5), 0, 0]
(1248, 1539, 2189, 1649, 2069, 1722)->[-2, -6, -2, -2]
(964, 261, 645, 1582, 1618, 1046)->[-4, (3-1*r5), -2, (-3-1*r5)]
(1921, 1090, 132, 46, 1914, 1886)->[-6, (1-1*r5), 0, (1+1*r5)]
(1669, 1321, 2090, 107, 1204, 1247)->[-4, (-3+1*r5), -2, (3+1*r5)]
(1643, 1518, 1328, 1584, 1718, 441)->[(3-1*r5), 2, 4, (-3-1*r5)]
(646, 1641, 495, 1204, 1690, 1247)->[(0-2*r5), 0, (-3+1*r5), (3+1*r5)]
(2249, 2187, 1519, 1144, 2136, 1214)->[(-3-1*r5), (2-2*r5), -2, (1+1*r5)]
(1606, 586, 144, 1720, 1657, 1246)->[0, (1-1*r5), (1+1*r5), 6]
(897, 1076, 1589, 1398, 1877, 1982)->[(0-2*r5), (-1+1*r5), 4, (-1-1*r5)]
(2305, 356, 1484, 2288, 2002, 2100)->[-4, (-3-1*r5), (-3+1*r5), -2]
(993, 803, 2245, 1712, 2353, 189)->[4, -2, (-3-1*r5), (-3+1*r5)]
(292, 1925, 1480, 2312, 1869, 1215)->[(-1-1*r5), (-2+2*r5), (-3-1*r5), 2]
(2368, 2051, 68, 1199, 1135, 2201)->[(3+1*r5), -2, (-1-1*r5), (-2+2*r5)]
(677, 167, 2224, 1715, 2133, 219)->[(-3-1*r5), (1+1*r5), (-2+2*r5), -2]
(1830, 1736, 1776, 340, 117, 2358)->[(-3+1*r5), 2, -4, (-3-1*r5)]
(2336, 1988, 1124, 461, 2388, 344)->[-2, (3-1*r5), (-1+1*r5), (2+2*r5)]
(513, 1776, 2358, 727, 765, 1055)->[-2, (-2+2*r5), (-1-1*r5), (-3-1*r5)]
(2177, 1795, 2102, 1080, 124, 1789)->[(0-2*r5), (-1-1*r5), (1-1*r5), -4]
(1568, 1324, 1997, 2357, 1694, 1951)->[(3+1*r5), -2, (1+1*r5), (2-2*r5)]
(1376, 2018, 1891, 619, 331, 1680)->[(-1-1*r5), -4, (-1+1*r5), (0-2*r5)]
(835, 1732, 1957, 1225, 842, 26)->[(3-1*r5), (1-1*r5), 2, (-2-2*r5)]
(1965, 341, 1942, 405, 376, 542)->[(3-1*r5), -4, (-3-1*r5), -2]
(971, 1903, 308, 1461, 726, 734)->[(3-1*r5), (-3-1*r5), 2, -4]
(1280, 1956, 1294, 2160, 1172, 633)->[(-3+1*r5), 4, (-3-1*r5), -2]
(99, 1572, 230, 1897, 1487, 732)->[(-1-1*r5), -4, (1-1*r5), (0+2*r5)]
(385, 733, 17, 149, 632, 317)->[(0-2*r5), (1-1*r5), -4, (-1-1*r5)]
(1217, 935, 1096, 1201, 1170, 1048)->[2, (3-1*r5), (1-1*r5), (-2-2*r5)]
(2304, 938, 268, 2397, 1309, 31)->[4, (3-1*r5), -2, (3+1*r5)]
(960, 612, 389, 88, 1626, 607)->[(0-2*r5), (-1-1*r5), (-1+1*r5), 4]
(993, 803, 1351, 200, 1449, 537)->[4, -2, (-3-1*r5), (3-1*r5)]
(1378, 1762, 1865, 845, 1489, 342)->[(-2+2*r5), 0, (2+2*r5), 0]
(577, 1126, 490, 1652, 2202, 1692)->[4, (-3-1*r5), (3-1*r5), -2]
(1699, 1162, 1931, 467, 372, 1275)->[(1-1*r5), (1+1*r5), 4, (0+2*r5)]
(34, 457, 78, 911, 1714, 1434)->[(3-1*r5), (2+2*r5), (-1+1*r5), 2]
(1220, 454, 1417, 1037, 2099, 2076)->[(3+1*r5), 4, 2, (3-1*r5)]
(1026, 324, 1960, 1675, 2292, 1206)->[4, (-3+1*r5), -2, (-3-1*r5)]
(1703, 1001, 2125, 20, 631, 799)->[(-3-1*r5), -2, (1+1*r5), (-2+2*r5)]
(1415, 969, 1130, 2352, 756, 2333)->[-2, (2-2*r5), (-1-1*r5), (-3-1*r5)]
(545, 67, 1959, 364, 507, 1021)->[-4, 0, 4, 4]
(225, 1094, 40, 1555, 956, 829)->[(-2-2*r5), (3-1*r5), -2, (-1+1*r5)]
(4, 1485, 1837, 1143, 1691, 1821)->[(-3-1*r5), -2, (3-1*r5), -4]
(1088, 129, 1251, 201, 554, 655)->[(3-1*r5), 0, (3+1*r5), (0-2*r5)]
(1728, 1954, 164, 45, 214, 1053)->[(3-1*r5), (-1+1*r5), 2, (-2-2*r5)]
(1028, 1252, 872, 171, 472, 798)->[(-1-1*r5), (-3-1*r5), -2, (-2+2*r5)]
(832, 134, 489, 80, 1459, 502)->[(-1-1*r5), (0-2*r5), -4, (1-1*r5)]
(1920, 1154, 1609, 276, 694, 1624)->[(-1+1*r5), (-1-1*r5), 4, (0+2*r5)]
(2179, 2066, 979, 183, 2074, 2236)->[(0+2*r5), -4, (1+1*r5), (1-1*r5)]
(1990, 650, 43, 1007, 465, 595)->[0, (-1-1*r5), -6, (-1+1*r5)]
(515, 2085, 940, 2034, 1331, 126)->[0, -6, (1-1*r5), (1+1*r5)]
(967, 139, 1551, 818, 2362, 669)->[(3-1*r5), (1-1*r5), -2, (-2-2*r5)]
(483, 359, 1433, 886, 1241, 2105)->[(0+2*r5), 0, (3-1*r5), (3+1*r5)]
(2149, 552, 874, 1742, 1103, 499)->[4, (-1-1*r5), (0+2*r5), (-1+1*r5)]
(782, 1329, 791, 2329, 154, 1884)->[(-3+1*r5), 0, (3+1*r5), (0+2*r5)]
(1989, 2058, 1646, 783, 541, 2303)->[(-1-1*r5), (1-1*r5), -6, 0]
(1128, 1421, 400, 273, 820, 702)->[0, (2+2*r5), (2-2*r5), 0]
(610, 2313, 332, 1167, 504, 1279)->[2, (1+1*r5), (3+1*r5), (-2+2*r5)]
(357, 649, 878, 944, 1404, 1726)->[2, (1+1*r5), (-3-1*r5), (2-2*r5)]
(1185, 2021, 1767, 1327, 1587, 343)->[(0-2*r5), -2, (0-2*r5), 2]
(1665, 1923, 7, 1746, 374, 1150)->[(3+1*r5), -2, (-3+1*r5), 4]
(1826, 2182, 297, 878, 943, 1726)->[(1+1*r5), (-2+2*r5), (-3-1*r5), -2]
(1025, 2213, 2216, 106, 1264, 283)->[0, (-1-1*r5), 6, (-1+1*r5)]
(1504, 1673, 1551, 2200, 2362, 543)->[(-3+1*r5), (1-1*r5), -2, (-2-2*r5)]
(1153, 425, 1035, 2355, 1435, 1308)->[-2, (-1-1*r5), (3+1*r5), (2-2*r5)]
(139, 492, 818, 987, 156, 2302)->[(-1+1*r5), -2, (-3+1*r5), (-2-2*r5)]
(2153, 1355, 556, 525, 1550, 2331)->[(0+2*r5), 4, (-1-1*r5), (1-1*r5)]
(1184, 520, 936, 1578, 1166, 1105)->[-2, 2, (0-2*r5), (0+2*r5)]
(391, 2284, 2253, 654, 787, 1045)->[-2, 4, (-3+1*r5), (-3-1*r5)]
(36, 298, 468, 920, 953, 383)->[(0-2*r5), (1+1*r5), (1-1*r5), -4]
(1124, 263, 493, 1677, 244, 344)->[(-3+1*r5), (-1+1*r5), 2, (2+2*r5)]
(2214, 555, 525, 1550, 1813, 538)->[(3+1*r5), 4, -2, (-3+1*r5)]
(931, 2342, 1671, 873, 785, 859)->[(-3-1*r5), (3-1*r5), 4, 2]
(1476, 230, 1487, 336, 1876, 282)->[-2, -4, (-3+1*r5), (3+1*r5)]
(2336, 461, 1426, 1462, 246, 1854)->[(-1-1*r5), 0, (-1+1*r5), 6]
(544, 109, 981, 731, 348, 1983)->[2, (0+2*r5), (0-2*r5), 2]
(704, 65, 1219, 1253, 1654, 349)->[(-2+2*r5), 2, (3+1*r5), (-1-1*r5)]
(2017, 581, 2279, 588, 57, 988)->[(3-1*r5), -4, (3+1*r5), -2]
(326, 330, 955, 2172, 285, 1567)->[(-3+1*r5), -2, (-2-2*r5), (1-1*r5)]
(106, 1179, 1200, 918, 1145, 283)->[(3-1*r5), -4, (3+1*r5), 2]
(1637, 1290, 1554, 274, 61, 1406)->[2, (-1+1*r5), (-2-2*r5), (3-1*r5)]
(1765, 2158, 979, 24, 2074, 191)->[(1+1*r5), (0-2*r5), 4, (1-1*r5)]
(1216, 578, 1829, 72, 2101, 120)->[(2+2*r5), (-1+1*r5), (-3+1*r5), -2]
(1059, 1962, 875, 651, 214, 1053)->[2, 2, 2, -6]
(1472, 1573, 1512, 1265, 1655, 1467)->[2, (-2-2*r5), (3-1*r5), (-1+1*r5)]
(1984, 10, 879, 467, 1978, 1275)->[(-3+1*r5), 2, 4, (3+1*r5)]
(737, 773, 1935, 1909, 823, 2239)->[0, (3+1*r5), (-3+1*r5), (0-2*r5)]
(161, 738, 675, 1857, 1707, 1527)->[2, -2, -2, 6]
(1504, 1415, 1673, 1130, 1009, 2033)->[-2, -2, -2, -6]
(706, 359, 1352, 760, 2105, 1564)->[4, (-3+1*r5), 2, (3+1*r5)]
(2016, 606, 1674, 1298, 1657, 1246)->[(-3+1*r5), (1-1*r5), 2, (2+2*r5)]
(2185, 1418, 1070, 112, 19, 2393)->[(-2+2*r5), -2, (-3-1*r5), (1+1*r5)]
(2177, 2018, 1891, 2155, 124, 1502)->[-4, -4, 0, -4]
(1281, 1639, 777, 1906, 1362, 2261)->[6, -2, -2, -2]
(1413, 583, 2093, 1296, 1784, 604)->[(0+2*r5), 4, (1+1*r5), (1-1*r5)]
(2276, 1960, 1096, 1206, 1048, 2072)->[(1+1*r5), 0, (1-1*r5), -6]
(772, 837, 1258, 1241, 1564, 2105)->[4, (3-1*r5), 2, (3+1*r5)]
(2281, 303, 464, 2363, 1083, 573)->[0, (3-1*r5), (0-2*r5), (3+1*r5)]
(736, 931, 2342, 1357, 2254, 1980)->[(-3-1*r5), 2, (1+1*r5), (-2+2*r5)]
(709, 1738, 1226, 78, 1714, 1950)->[0, (2+2*r5), 0, (-2+2*r5)]
(898, 1541, 111, 81, 1905, 2005)->[(-1-1*r5), (0-2*r5), 4, (-1+1*r5)]
(2247, 1522, 187, 1756, 2173, 1086)->[-2, (0+2*r5), (0+2*r5), 2]
(194, 1607, 116, 1205, 1750, 1149)->[(-1-1*r5), 2, (2-2*r5), (3+1*r5)]
(37, 1388, 1805, 210, 597, 894)->[(1-1*r5), (3-1*r5), (2+2*r5), 2]
(1186, 1158, 1961, 1072, 1460, 223)->[(-3+1*r5), (3+1*r5), -2, 4]
(900, 1188, 934, 1097, 682, 1405)->[(-1+1*r5), (1+1*r5), 0, -6]
(2369, 2211, 615, 397, 153, 2175)->[2, (-2-2*r5), (3-1*r5), (1-1*r5)]
(354, 1287, 1099, 1548, 1421, 400)->[(1-1*r5), (2+2*r5), -2, (-3+1*r5)]
(1700, 808, 1586, 790, 1080, 1789)->[(-3-1*r5), (2-2*r5), -2, (-1-1*r5)]
(1922, 392, 76, 1329, 154, 858)->[-2, (3-1*r5), (3+1*r5), 4]
(388, 2218, 1036, 339, 1908, 2294)->[(3+1*r5), (0-2*r5), (-3+1*r5), 0]
(1989, 1261, 1806, 783, 1840, 657)->[-2, (1-1*r5), (-2-2*r5), (3-1*r5)]
(1536, 1154, 362, 1200, 1624, 1145)->[(-1+1*r5), -4, (0+2*r5), (1+1*r5)]
(32, 2081, 2115, 1936, 181, 2106)->[(-2+2*r5), -2, (3+1*r5), (1+1*r5)]
(1989, 293, 330, 1806, 2172, 2303)->[-2, (1-1*r5), (-2-2*r5), (-3+1*r5)]
(704, 2370, 49, 1654, 923, 2332)->[2, (1+1*r5), (3+1*r5), (2-2*r5)]
(672, 1538, 299, 48, 2004, 29)->[(2+2*r5), (3-1*r5), 2, (1-1*r5)]
(2380, 1842, 179, 213, 1114, 1211)->[(-3-1*r5), 4, 2, (3-1*r5)]
(1221, 1740, 2124, 334, 526, 926)->[(-1-1*r5), (3+1*r5), 2, (-2+2*r5)]
(769, 1670, 1970, 1042, 569, 2366)->[(-1-1*r5), -2, (-2+2*r5), (3+1*r5)]
(128, 65, 129, 234, 554, 349)->[2, (3-1*r5), (3+1*r5), -4]
(872, 171, 1741, 1136, 209, 1335)->[(2-2*r5), (-3-1*r5), (-1-1*r5), 2]
(928, 2148, 1423, 913, 2266, 1630)->[2, (3+1*r5), (2-2*r5), (-1-1*r5)]
(322, 578, 1829, 624, 2194, 1108)->[(2+2*r5), (3-1*r5), -2, (1-1*r5)]
(1346, 910, 270, 1941, 408, 222)->[(0-2*r5), (0-2*r5), 2, 2]
(2026, 1356, 2161, 1782, 950, 221)->[(1-1*r5), 2, (-3+1*r5), (2+2*r5)]
(324, 2276, 903, 1960, 302, 500)->[(0+2*r5), 0, (-3+1*r5), (-3-1*r5)]
(1762, 488, 1033, 845, 337, 1395)->[(1+1*r5), (-1+1*r5), 6, 0]
(512, 1924, 300, 2156, 2032, 600)->[(1+1*r5), -4, (1-1*r5), (0+2*r5)]
(386, 1460, 1559, 281, 2300, 223)->[(3-1*r5), (3+1*r5), -2, 4]
(1062, 167, 1769, 1706, 1715, 2168)->[(-3-1*r5), (-2+2*r5), 2, (-1-1*r5)]
(493, 1298, 244, 1720, 1246, 927)->[0, 0, (-2+2*r5), (2+2*r5)]
(640, 1827, 2320, 2390, 1273, 1471)->[(0+2*r5), 2, -2, (0-2*r5)]
(73, 978, 1363, 1019, 509, 735)->[-2, -6, 2, 2]
(1792, 259, 589, 271, 240, 2130)->[(-1+1*r5), (-1-1*r5), 0, 6]
(386, 1067, 689, 1339, 2300, 447)->[(-1+1*r5), (0+2*r5), (-1-1*r5), 4]
(1378, 2378, 845, 1395, 1300, 1534)->[2, (-1+1*r5), (2+2*r5), (-3+1*r5)]
(1635, 420, 618, 1228, 1297, 637)->[2, (-2+2*r5), (-1-1*r5), (3+1*r5)]
(1411, 656, 756, 1850, 1499, 2333)->[(-3+1*r5), -2, -4, (-3-1*r5)]
(1825, 546, 109, 981, 2229, 2007)->[(-2+2*r5), (3+1*r5), (-1-1*r5), 2]
(419, 1028, 1833, 1006, 917, 798)->[(0-2*r5), (0-2*r5), -2, 2]
(1280, 357, 649, 1420, 1294, 2234)->[(3-1*r5), 4, (-3-1*r5), -2]
(1569, 2049, 647, 298, 2291, 383)->[(-3-1*r5), 2, (-3+1*r5), -4]
(519, 2058, 1646, 335, 2387, 2046)->[-4, -2, (-3-1*r5), (-3+1*r5)]
(1187, 294, 2129, 1267, 1689, 1503)->[(-2+2*r5), (-3-1*r5), (1+1*r5), 2]
(1347, 868, 2348, 2160, 1137, 1172)->[-2, (1+1*r5), (-3-1*r5), (2-2*r5)]
(1824, 1671, 873, 1233, 247, 2205)->[-6, 0, (1+1*r5), (-1+1*r5)]
(1438, 2379, 990, 2199, 2364, 2110)->[2, (-2+2*r5), (-1-1*r5), (-3-1*r5)]
(706, 710, 140, 2097, 760, 1790)->[(0+2*r5), -2, 2, (0+2*r5)]
(450, 899, 2151, 973, 367, 2070)->[(-3+1*r5), (-3-1*r5), 2, 4]
(1184, 520, 1068, 719, 983, 1946)->[-2, (3-1*r5), (-3-1*r5), 4]
(614, 711, 2120, 1196, 816, 119)->[(-1+1*r5), -6, (-1-1*r5), 0]
(898, 1541, 1895, 42, 363, 625)->[-4, -4, 4, 0]
(966, 1702, 1194, 1140, 1371, 924)->[(2+2*r5), (-3+1*r5), -2, (-1+1*r5)]
(643, 166, 1838, 402, 218, 1212)->[(-1+1*r5), 2, (3-1*r5), (2+2*r5)]
(2082, 679, 265, 813, 494, 668)->[4, (-1+1*r5), (1+1*r5), (0-2*r5)]
(1573, 1512, 2091, 1901, 2104, 763)->[2, (-2-2*r5), (-3+1*r5), (-1+1*r5)]
(750, 753, 403, 2137, 1274, 381)->[-4, (1+1*r5), (0-2*r5), (1-1*r5)]
(2306, 1571, 1604, 1609, 276, 284)->[2, (2-2*r5), (1+1*r5), (3+1*r5)]
(1508, 2309, 563, 1588, 797, 479)->[(-3+1*r5), (3+1*r5), 2, 4]
(548, 327, 335, 2387, 660, 155)->[(-1-1*r5), (2-2*r5), (-3-1*r5), -2]
(1863, 301, 689, 659, 22, 447)->[0, 4, -4, 4]
(352, 743, 811, 2071, 1303, 1695)->[2, (0-2*r5), (0-2*r5), 2]
(407, 1894, 1703, 1482, 631, 1853)->[-6, -2, 2, 2]
(1283, 551, 236, 2159, 1558, 1084)->[(-1+1*r5), (-1-1*r5), -4, (0+2*r5)]
(423, 876, 1422, 399, 2324, 2356)->[4, 4, 0, -4]
(1896, 2065, 1362, 1810, 2067, 2261)->[(2+2*r5), -2, (1-1*r5), (-3+1*r5)]
(98, 2307, 613, 1193, 1454, 1210)->[2, -4, (-3+1*r5), (-3-1*r5)]
(397, 1197, 1652, 1685, 1692, 2175)->[(1+1*r5), -6, 0, (1-1*r5)]
(1223, 1705, 2345, 459, 1748, 2391)->[(1+1*r5), (-3-1*r5), -2, (-2+2*r5)]
(422, 1831, 2089, 333, 237, 2073)->[(2+2*r5), 2, (1-1*r5), (3-1*r5)]
(1856, 1953, 226, 74, 89, 2041)->[(0-2*r5), -2, (0+2*r5), -2]
(1509, 522, 1291, 1938, 1044, 2142)->[(-3+1*r5), 2, (2+2*r5), (1-1*r5)]
(2087, 1226, 911, 560, 1714, 819)->[(-3+1*r5), (2+2*r5), (-1+1*r5), 2]
(1448, 725, 1014, 2103, 346, 1501)->[0, (1+1*r5), -6, (-1+1*r5)]
(642, 1061, 393, 1100, 1620, 1851)->[-4, 4, 0, 4]
(293, 326, 660, 155, 2172, 863)->[-2, -2, -6, -2]
(616, 1418, 1070, 272, 1146, 1628)->[2, -2, -6, 2]
(2240, 706, 710, 1352, 2267, 1180)->[4, (1-1*r5), (1+1*r5), (0+2*r5)]
(1321, 2090, 1519, 1144, 761, 2396)->[(0-2*r5), -2, -2, (0+2*r5)]
(833, 1445, 2281, 303, 1661, 318)->[(3-1*r5), 0, (-3-1*r5), (0+2*r5)]
(418, 2210, 1617, 2228, 1368, 1663)->[(-3-1*r5), (-2+2*r5), -2, (1+1*r5)]
(1921, 612, 1425, 28, 1886, 607)->[(-3-1*r5), -2, (3-1*r5), 4]
(1669, 998, 712, 1321, 1431, 761)->[-4, (1-1*r5), (-1-1*r5), (0+2*r5)]
(704, 2370, 1253, 1164, 620, 1078)->[(1+1*r5), (-2+2*r5), (3+1*r5), -2]
(933, 1071, 2003, 1879, 665, 2045)->[0, 6, (-1+1*r5), (-1-1*r5)]
(1601, 97, 1155, 102, 2140, 93)->[(0+2*r5), -2, 2, (0-2*r5)]
(2304, 866, 1236, 377, 31, 2079)->[(0+2*r5), 2, -2, (0+2*r5)]
(2343, 2217, 1999, 52, 1081, 1791)->[0, -4, -4, -4]
(1412, 295, 1229, 2066, 979, 24)->[4, (-1-1*r5), (0+2*r5), (1-1*r5)]
(705, 1410, 1794, 870, 2221, 957)->[-2, (3-1*r5), (1-1*r5), (-2-2*r5)]
(1248, 1539, 69, 1515, 1934, 1783)->[-2, (-3-1*r5), (2-2*r5), (-1-1*r5)]
(328, 1612, 817, 1010, 1015, 2263)->[4, (1-1*r5), (-1-1*r5), (0+2*r5)]
(5, 262, 679, 1678, 1590, 668)->[4, 0, 4, -4]
(386, 546, 325, 2007, 281, 1339)->[2, (3+1*r5), (2-2*r5), (1+1*r5)]
(1444, 174, 1361, 529, 1754, 255)->[-6, 0, (1+1*r5), (1-1*r5)]
(1985, 1193, 1454, 82, 1780, 1334)->[2, -4, (3-1*r5), (-3-1*r5)]
(707, 2084, 1737, 53, 1623, 571)->[4, -4, -4, 0]
(1985, 1353, 1193, 492, 1210, 156)->[(-1+1*r5), (-1-1*r5), 0, -6]
(650, 272, 465, 1874, 533, 1628)->[(3-1*r5), -2, (-2-2*r5), (-1+1*r5)]
(269, 207, 2131, 757, 439, 1432)->[(3+1*r5), 0, (0-2*r5), (3-1*r5)]
(1153, 226, 2119, 1035, 2031, 89)->[(-1-1*r5), (2-2*r5), (3+1*r5), -2]
(804, 486, 1095, 559, 1107, 700)->[-4, (3+1*r5), (-3+1*r5), 2]
(1602, 1065, 560, 819, 1268, 991)->[(1-1*r5), (2+2*r5), 2, (3-1*r5)]
(1221, 2087, 1065, 334, 819, 83)->[-2, 6, 2, 2]
(2019, 2344, 2188, 2383, 55, 63)->[(-1+1*r5), (-3+1*r5), (2+2*r5), 2]
(99, 1252, 1897, 1006, 1647, 798)->[-4, (0-2*r5), (1-1*r5), (1+1*r5)]
(255, 174, 1877, 1977, 1982, 511)->[(-3-1*r5), (3-1*r5), 4, -2]
(194, 1607, 107, 1204, 1238, 1690)->[-4, (3-1*r5), -2, (3+1*r5)]
(708, 1593, 242, 1111, 1369, 475)->[-4, -2, (3+1*r5), (3-1*r5)]
(1090, 1641, 1003, 495, 28, 1886)->[(-3-1*r5), (-3+1*r5), 0, (0+2*r5)]
(2306, 71, 398, 176, 284, 1629)->[2, -2, 2, 6]
(71, 1613, 589, 176, 2130, 147)->[(-1+1*r5), -2, (3-1*r5), (2+2*r5)]
(481, 358, 1933, 1117, 1532, 1757)->[6, 2, 2, 2]
(227, 1796, 358, 2006, 2010, 1532)->[(2+2*r5), 2, (-1+1*r5), (3-1*r5)]
(1315, 2026, 2283, 524, 1004, 1356)->[(1-1*r5), (1+1*r5), 0, 6]
(801, 2185, 2285, 19, 1661, 318)->[2, (-3+1*r5), (-3-1*r5), 4]
(941, 1422, 1262, 1583, 2324, 1403)->[(0+2*r5), (1+1*r5), (-1+1*r5), -4]
(37, 1388, 462, 2383, 1207, 63)->[0, 0, (2+2*r5), (-2+2*r5)]
(1540, 1203, 1844, 2259, 1399, 1917)->[(-2-2*r5), (-1+1*r5), (3-1*r5), -2]
(1058, 151, 1852, 925, 254, 159)->[2, 4, (3-1*r5), (3+1*r5)]
(1191, 1708, 2065, 1362, 1906, 2268)->[(2+2*r5), (1-1*r5), (-3+1*r5), -2]
(1677, 1838, 244, 313, 1212, 927)->[(3-1*r5), (-1+1*r5), 2, (2+2*r5)]
(896, 2120, 1196, 667, 2204, 1373)->[2, (-3-1*r5), -4, (-3+1*r5)]
(2372, 1640, 1710, 1583, 399, 2324)->[4, (0+2*r5), (-1+1*r5), (-1-1*r5)]
(288, 739, 804, 1644, 559, 350)->[(-1-1*r5), (3+1*r5), -2, (-2+2*r5)]
(64, 938, 746, 1236, 1627, 31)->[4, (-1+1*r5), (-1-1*r5), (0+2*r5)]
(518, 235, 1390, 442, 946, 794)->[0, (1-1*r5), (-1-1*r5), 6]
(2373, 1127, 360, 1546, 747, 2286)->[(2-2*r5), (3+1*r5), (1+1*r5), -2]
(1187, 2149, 874, 1651, 566, 1689)->[(1+1*r5), (0-2*r5), 4, (-1+1*r5)]
(1315, 166, 1356, 1807, 2161, 218)->[0, (-2+2*r5), 0, (2+2*r5)]
