(1568, 5569, 2083, 3245, 3118, 559, 6928, 4850, 4563, 4985, 1181, 6462)->[0, (-3+1*r5), 2, (-3-1*r5)]
(640, 549, 3016, 972, 4748, 6254, 6897, 2611, 2003, 5365, 3865, 3130)->[-2, -2, (0+2*r5), -2]
(224, 5858, 2915, 2695, 3402, 3600, 4529, 5714, 6387, 6519, 2907, 5246)->[-4, 0, -4, 0]
(1922, 4261, 587, 365, 4813, 5453, 6162, 6996, 3482, 5564, 2173, 4319)->[(1+1*r5), -2, 4, (1-1*r5)]
(2944, 5152, 2243, 7078, 6572, 1360, 4336, 2738, 6609, 1879, 4859, 2783)->[-2, -2, 2, (0-2*r5)]
(3845, 5738, 621, 1390, 4846, 3088, 1886, 7184, 501, 822, 1118, 5119)->[(-1+1*r5), -2, (1+1*r5), 4]
(6208, 1221, 588, 1804, 2221, 241, 147, 5816, 1467, 2109, 1470, 5567)->[2, 2, -2, (0-2*r5)]
(2880, 3520, 171, 2156, 5358, 561, 2225, 533, 1077, 1532, 4349, 1087)->[(-1-1*r5), (-1-1*r5), (-3+1*r5), (1+1*r5)]
(6656, 3042, 515, 6563, 1900, 4462, 1552, 2161, 6931, 7093, 1559, 2174)->[(-3-1*r5), (1-1*r5), (1-1*r5), (-1+1*r5)]
(5955, 4197, 6377, 5067, 1516, 910, 4943, 1395, 4532, 5877, 6713, 5214)->[2, -2, -2, (0-2*r5)]
(3202, 4679, 2536, 2601, 3304, 6474, 978, 4863, 2905, 1306, 2334, 575)->[-2, (0+2*r5), 2, 2]
(5506, 329, 1611, 1134, 334, 4238, 5390, 5874, 1587, 3669, 2999, 1946)->[0, (-3-1*r5), (3-1*r5), -2]
(1477, 4198, 4453, 5034, 1362, 2771, 3668, 5460, 2584, 1433, 4314, 6107)->[(1-1*r5), (-3-1*r5), (-1+1*r5), (1-1*r5)]
(5504, 2177, 3746, 323, 356, 4644, 5894, 7136, 1418, 2998, 5533, 383)->[2, (-1+1*r5), -4, (1+1*r5)]
(6233, 2405, 2150, 6655, 3180, 2133, 3674, 5142, 2297, 3098, 4123, 3391)->[(-1+1*r5), (-1-1*r5), 4, -2]
(1025, 1729, 6853, 6981, 2697, 5673, 3377, 338, 2195, 6195, 5756, 415)->[(1+1*r5), (-1+1*r5), (0+2*r5), 0]
(4352, 5890, 2725, 2475, 718, 4270, 5135, 1268, 3351, 4889, 2525, 5759)->[-2, (1-1*r5), -4, (-1-1*r5)]
(4739, 5028, 7172, 4262, 4586, 5258, 4940, 4272, 3154, 435, 5273, 767)->[2, 2, 2, (0+2*r5)]
(1344, 98, 4740, 4165, 4135, 616, 42, 7179, 5263, 5982, 4635, 3934)->[0, 2, (3+1*r5), (-3+1*r5)]
(4997, 3048, 5758, 1323, 1675, 6538, 7152, 1971, 820, 3992, 7132, 1278)->[-2, (1-1*r5), -4, (1+1*r5)]
(258, 4071, 553, 170, 714, 940, 1481, 6475, 6953, 1009, 1556, 6718)->[(-1+1*r5), 0, (0+2*r5), (1+1*r5)]
(6024, 6270, 5611, 5612, 4975, 4753, 5941, 4758, 6680, 5466, 6684, 5854)->[4, 0, -4, 0]
(4512, 546, 3652, 5317, 1705, 4233, 2476, 2189, 1809, 2328, 4861, 3198)->[(-1-1*r5), (-1+1*r5), -2, 4]
(6913, 1927, 5576, 138, 1324, 5710, 4751, 6607, 4211, 7030, 2268, 6109)->[(-1+1*r5), (3+1*r5), (-1+1*r5), (-1+1*r5)]
(1, 2113, 806, 2664, 1387, 1613, 6290, 6581, 3350, 794, 187, 7100)->[(1+1*r5), 4, (1-1*r5), 2]
(3330, 5282, 5223, 1160, 3113, 3784, 4714, 6540, 1623, 3194, 6619, 6014)->[(3-1*r5), 0, (-3-1*r5), 2]
(7107, 1797, 1608, 1161, 1773, 4019, 2773, 5398, 4890, 1692, 6045, 1150)->[2, (3-1*r5), (-3-1*r5), 0]
(194, 6020, 3077, 2124, 6733, 4879, 6801, 1461, 310, 4246, 4950, 925)->[2, (0-2*r5), -2, 2]
(3008, 3328, 4833, 1187, 4154, 2796, 6738, 1405, 1658, 666, 4219, 2205)->[(3+1*r5), (-1+1*r5), (-1+1*r5), (-1+1*r5)]
(6400, 2563, 3716, 5764, 1003, 6222, 2256, 3666, 3187, 2292, 3036, 1854)->[0, -2, (3+1*r5), (-3+1*r5)]
(6336, 5507, 4773, 5830, 2313, 3178, 3631, 4911, 6067, 3676, 4159, 3999)->[(-1-1*r5), (1-1*r5), -2, -4]
(4035, 3846, 4967, 3688, 5702, 5964, 1136, 1777, 405, 730, 3292, 6015)->[(-1-1*r5), (3-1*r5), (1+1*r5), (-1-1*r5)]
(5536, 514, 5254, 4008, 4905, 1167, 5295, 6512, 4117, 502, 4825, 1950)->[(-1-1*r5), (1-1*r5), (0-2*r5), 0]
(2494, 3709, 2919, 6989, 4213, 1046, 6935, 568, 6266, 1885, 574, 1215)->[-4, 4, 0, 0]
(3936, 2, 3238, 3528, 3114, 1966, 2926, 5489, 1590, 6810, 6779, 4093)->[-2, 2, (0-2*r5), -2]
(736, 615, 713, 6987, 3501, 3150, 5933, 6225, 4436, 5620, 2969, 3162)->[(1-1*r5), -4, 2, (1+1*r5)]
(7170, 4646, 7176, 521, 5132, 4818, 6514, 3316, 1749, 4342, 4761, 6170)->[-4, (-1+1*r5), (1+1*r5), -2]
(6081, 2307, 5959, 2312, 5864, 6760, 5227, 1841, 5845, 3158, 599, 6269)->[0, 0, -4, -4]
(930, 4424, 3531, 4556, 3469, 1488, 5872, 2995, 3446, 631, 1914, 1469)->[(-1-1*r5), (0+2*r5), 0, (-1+1*r5)]
(617, 3211, 4398, 1647, 4079, 7088, 4724, 5716, 5943, 4088, 1850, 3355)->[(1-1*r5), (1-1*r5), (3+1*r5), (-1+1*r5)]
(3299, 5827, 2374, 5063, 6298, 5898, 1420, 6192, 1748, 663, 408, 3802)->[(-1+1*r5), (1+1*r5), -4, 2]
(4256, 6978, 6180, 7048, 2633, 4204, 5593, 6705, 2035, 1593, 1786, 7161)->[(1-1*r5), (1-1*r5), (-3-1*r5), (1-1*r5)]
(1824, 2754, 1092, 1863, 5703, 5099, 6829, 880, 1584, 2321, 3062, 4125)->[-2, -2, (0-2*r5), 2]
(6982, 871, 4519, 6250, 4015, 6959, 3409, 7059, 2356, 4054, 5270, 4728)->[2, (0-2*r5), -2, -2]
(1120, 1536, 1857, 5154, 6916, 6407, 620, 2481, 2326, 6936, 2873, 2779)->[(1+1*r5), 0, (-1+1*r5), (0-2*r5)]
(1661, 5605, 3177, 4139, 2541, 3374, 3474, 3603, 3479, 5402, 3037, 6654)->[(1+1*r5), (1+1*r5), (-3+1*r5), (1+1*r5)]
(5184, 1155, 2310, 4554, 2507, 3275, 1102, 2640, 5139, 6937, 2778, 2587)->[2, (-1-1*r5), (1-1*r5), 4]
(3713, 1379, 2435, 4720, 5015, 1812, 3126, 2551, 3544, 3830, 156, 2110)->[(1-1*r5), (-1+1*r5), (-3-1*r5), (-1+1*r5)]
(4929, 6786, 1891, 5156, 5191, 1321, 234, 1258, 4504, 4217, 6557, 6942)->[(1+1*r5), (-1-1*r5), (1+1*r5), (3-1*r5)]
(5984, 5793, 4649, 2986, 4713, 3312, 790, 4730, 4792, 3290, 955, 6652)->[(-1+1*r5), (1-1*r5), (-1+1*r5), (3+1*r5)]
(2181, 1702, 4391, 397, 2960, 3249, 4560, 4977, 5975, 1276, 893, 2527)->[(3-1*r5), (1+1*r5), (1+1*r5), (-1-1*r5)]
(256, 5633, 4548, 1253, 902, 3216, 3665, 1205, 4662, 5560, 1241, 4317)->[(-1+1*r5), 2, (1+1*r5), 4]
(5472, 5051, 1830, 742, 6727, 1802, 3468, 4332, 6256, 2615, 1018, 1147)->[(-1+1*r5), (1+1*r5), 0, (0-2*r5)]
(1664, 929, 2752, 483, 7072, 5157, 7108, 3472, 4592, 4786, 6899, 4759)->[(3+1*r5), -2, (-3+1*r5), 0]
(4897, 931, 6499, 6505, 875, 1327, 6191, 3089, 6482, 3859, 3993, 2876)->[2, (-1+1*r5), 4, (1+1*r5)]
(4449, 898, 2342, 5675, 2413, 654, 4400, 2065, 6769, 4763, 444, 4637)->[(-1-1*r5), (1+1*r5), (-3+1*r5), (1+1*r5)]
(4706, 1475, 5731, 6338, 1030, 2666, 2573, 5584, 4660, 3735, 1211, 5212)->[2, (0-2*r5), 2, 2]
(4778, 7146, 3342, 6030, 273, 437, 694, 2555, 600, 4790, 5013, 411)->[(1+1*r5), (1+1*r5), (-3+1*r5), (-1-1*r5)]
(1472, 1446, 5158, 2794, 1547, 2380, 2254, 3215, 5140, 6198, 3192, 7071)->[(1+1*r5), (0-2*r5), 0, (1-1*r5)]
(2663, 1640, 237, 3022, 4016, 6226, 1237, 1781, 6870, 4090, 6366, 1726)->[4, (-1+1*r5), (-1-1*r5), 2]
(358, 1708, 2623, 2924, 5039, 3696, 5053, 5137, 2427, 1820, 3135, 831)->[(1+1*r5), (-1-1*r5), (3-1*r5), (-1-1*r5)]
(1281, 4737, 4936, 5033, 6189, 4240, 5488, 5522, 2645, 6711, 3963, 5918)->[(-3+1*r5), (3+1*r5), -2, 0]
(417, 6305, 5284, 1694, 2669, 6319, 5841, 2613, 470, 443, 1597, 414)->[-4, -2, (1-1*r5), (1+1*r5)]
(4550, 218, 7052, 5741, 4590, 3728, 5823, 4693, 2490, 3932, 7037, 2847)->[-2, 4, (1+1*r5), (1-1*r5)]
(3106, 5091, 5348, 6531, 47, 3664, 5967, 1780, 4148, 5748, 2808, 1117)->[-2, -2, (0-2*r5), -2]
(6851, 2282, 5963, 6061, 590, 211, 5619, 5237, 1110, 2362, 5724, 5501)->[(3-1*r5), (1+1*r5), (-1-1*r5), (-1-1*r5)]
(997, 5503, 2252, 4237, 6578, 1652, 3988, 4598, 2647, 5049, 3131, 2207)->[(-3+1*r5), (-1-1*r5), (1+1*r5), (1+1*r5)]
(3040, 680, 2761, 4168, 5704, 2925, 4175, 2423, 6521, 1179, 5404, 2239)->[(-1-1*r5), (1+1*r5), (-1-1*r5), (-3+1*r5)]
(3587, 4489, 6954, 1934, 5778, 4150, 4375, 2392, 6518, 5851, 6683, 191)->[(1+1*r5), (3-1*r5), (-1-1*r5), (1+1*r5)]
(1089, 451, 3203, 167, 2696, 330, 3470, 4657, 2485, 5558, 5368, 2585)->[-2, 0, (3-1*r5), (3+1*r5)]
(160, 3584, 5122, 3813, 1063, 4797, 5674, 5069, 1116, 2588, 93, 6111)->[(-1+1*r5), 4, 2, (1+1*r5)]
(1632, 5826, 2020, 2437, 5285, 6119, 2411, 6731, 4464, 4787, 6964, 5433)->[(1-1*r5), (-1+1*r5), (-1+1*r5), (3+1*r5)]
(643, 3525, 3589, 1575, 391, 5349, 4301, 5133, 3024, 4658, 181, 2646)->[4, (-1+1*r5), (-1-1*r5), -2]
(1445, 3814, 3879, 5925, 6858, 3724, 1135, 5371, 1393, 1747, 3771, 2684)->[2, -4, (-1-1*r5), (1-1*r5)]
(7010, 6979, 585, 4334, 3535, 5594, 3795, 1174, 246, 1370, 956, 477)->[(0+2*r5), 0, (1+1*r5), (-1+1*r5)]
(3751, 298, 2828, 6125, 6253, 5330, 6101, 1462, 7064, 153, 1307, 446)->[(1-1*r5), (1+1*r5), 4, -2]
(6115, 6469, 6857, 4012, 3471, 2260, 4692, 4726, 120, 217, 1338, 1500)->[(3-1*r5), 0, (3+1*r5), 2]
(2592, 3392, 3619, 3204, 6665, 3338, 5005, 2961, 1847, 3800, 4413, 4351)->[(0-2*r5), 2, -2, 2]
(3841, 4355, 870, 392, 2152, 938, 10, 6060, 1875, 6229, 1371, 1148)->[(1+1*r5), -2, -4, (1-1*r5)]
(4800, 2212, 166, 1163, 2062, 1872, 3219, 2871, 344, 251, 5149, 2943)->[-2, 2, (0-2*r5), 2]
(6086, 2478, 2063, 1808, 3419, 2419, 532, 6291, 4534, 1145, 635, 5183)->[(-1-1*r5), 4, (1-1*r5), 2]
(355, 1798, 7175, 2473, 4329, 4396, 2542, 6268, 1522, 3418, 5308, 4893)->[(3-1*r5), (-1-1*r5), (1+1*r5), (-1-1*r5)]
(6631, 3823, 5721, 7057, 690, 7129, 2197, 3029, 6488, 985, 250, 2652)->[0, (1-1*r5), (1+1*r5), (0-2*r5)]
(1188, 1796, 934, 4263, 4170, 6381, 272, 4370, 5780, 1558, 1655, 5114)->[(-1+1*r5), 2, (-1-1*r5), -4]
(5761, 4678, 1743, 112, 2736, 3953, 6420, 6773, 1528, 5437, 5181, 2046)->[-2, 0, (-3+1*r5), (-3-1*r5)]
(4031, 6146, 5701, 1098, 1995, 2864, 4157, 5524, 3801, 5180, 3005, 1503)->[(-3-1*r5), (-1+1*r5), (1-1*r5), (-1+1*r5)]
(3296, 4128, 2600, 4269, 143, 6864, 1458, 244, 4053, 5435, 701, 5374)->[-4, (-1+1*r5), (-1-1*r5), -2]
(1571, 2376, 1242, 3400, 3354, 7145, 3917, 5549, 5269, 4471, 2010, 3325)->[(1+1*r5), (-1+1*r5), -2, 4]
(2401, 4993, 6946, 1540, 5253, 6986, 4651, 2962, 6523, 6838, 5278, 2622)->[-2, (1+1*r5), (-1+1*r5), 4]
(6433, 4514, 2499, 3301, 807, 7084, 5839, 2576, 4624, 2066, 5557, 3902)->[(-3+1*r5), 0, (3+1*r5), 2]
(5474, 4067, 1861, 3142, 4459, 76, 4622, 2544, 4784, 3826, 5267, 6135)->[(-1+1*r5), (0-2*r5), (1+1*r5), 0]
(1473, 418, 963, 1635, 198, 1672, 7180, 1074, 3030, 3675, 6141, 3454)->[(-1+1*r5), (-1-1*r5), -4, 2]
(482, 6597, 550, 2183, 2599, 3014, 6123, 6380, 6354, 1685, 89, 60)->[(0-2*r5), (-1+1*r5), 0, (-1-1*r5)]
(6688, 7169, 5193, 2922, 1838, 1487, 336, 4081, 5105, 6259, 340, 281)->[2, -2, (0-2*r5), 2]
(1828, 839, 4872, 4907, 702, 3213, 4174, 4812, 4880, 3444, 284, 1662)->[(-1-1*r5), (1+1*r5), (-1-1*r5), (3-1*r5)]
(5828, 2121, 3369, 5289, 2126, 4530, 6003, 2132, 2517, 4821, 2970, 2012)->[0, (3-1*r5), -2, (-3-1*r5)]
(4864, 2914, 1411, 4163, 4631, 6882, 6481, 2322, 983, 410, 3739, 1631)->[(-1-1*r5), (1+1*r5), (3-1*r5), (1+1*r5)]
(1764, 4829, 4618, 5483, 944, 5969, 2002, 3799, 2492, 3899, 3324, 3357)->[-2, -4, (-1-1*r5), (-1+1*r5)]
(6209, 3908, 1767, 3591, 5159, 3085, 3699, 3028, 4789, 695, 215, 6908)->[(1-1*r5), -4, -2, (-1-1*r5)]
(7076, 2214, 5095, 2218, 6698, 2450, 6165, 5847, 3768, 4921, 4953, 1343)->[0, (-3+1*r5), -2, (-3-1*r5)]
(3961, 3426, 1027, 5447, 1614, 977, 2194, 630, 6904, 3257, 2235, 1756)->[(-3+1*r5), (-3-1*r5), 2, 0]
(6944, 4484, 4647, 3757, 6418, 1043, 947, 6292, 2518, 5750, 6423, 3741)->[(-3+1*r5), (3+1*r5), 2, 0]
(4736, 5408, 3586, 4810, 3307, 461, 1742, 4591, 5293, 3697, 4567, 6264)->[(-1+1*r5), (1+1*r5), 0, (0+2*r5)]
(3844, 6276, 683, 331, 4140, 4491, 4208, 4752, 6550, 6397, 2363, 605)->[(1+1*r5), (-1-1*r5), (1+1*r5), (-3+1*r5)]
(3648, 1217, 4727, 9, 6825, 1867, 3884, 3632, 245, 2007, 1178, 478)->[(1-1*r5), 2, (-1-1*r5), -4]
(4408, 4775, 456, 1033, 3689, 7144, 3343, 6008, 6422, 1848, 1625, 671)->[(-1-1*r5), (-3+1*r5), (-1-1*r5), (-1-1*r5)]
(3233, 6503, 4456, 491, 5869, 462, 208, 465, 6963, 2037, 2170, 315)->[(-1+1*r5), (-1+1*r5), (-3-1*r5), (1-1*r5)]
(4032, 6273, 4931, 3241, 1930, 4528, 3857, 5201, 6036, 1045, 3414, 2718)->[2, 0, (3-1*r5), (3+1*r5)]
(3331, 5637, 2825, 4703, 1107, 3188, 85, 6902, 3160, 7099, 63, 1823)->[-4, (-1-1*r5), 2, (-1+1*r5)]
(6466, 6435, 6594, 6182, 3240, 3530, 1901, 6029, 5808, 3893, 4568, 3101)->[-2, (0+2*r5), 2, -2]
(389, 1064, 5577, 6569, 2860, 4685, 4111, 5520, 7153, 3442, 2198, 982)->[(-1-1*r5), (-1-1*r5), (3-1*r5), (1+1*r5)]
(4836, 3717, 5892, 2441, 6028, 6541, 3061, 2486, 5429, 4153, 4795, 4959)->[-2, (-3+1*r5), (3+1*r5), 0]
(1285, 646, 5995, 1389, 2446, 367, 3087, 5903, 1555, 7060, 1592, 2459)->[(3-1*r5), 0, (3+1*r5), -2]
(1113, 7104, 6178, 5031, 5484, 596, 6262, 1591, 696, 761, 3262, 5495)->[0, (0+2*r5), (1-1*r5), (-1-1*r5)]
(3136, 3169, 163, 5126, 1991, 3881, 4941, 5230, 1366, 3864, 6234, 4248)->[(1-1*r5), (0-2*r5), (-1-1*r5), 0]
(1763, 3423, 3720, 1673, 459, 2061, 5327, 4976, 6744, 3226, 6238, 2591)->[0, (3-1*r5), 2, (3+1*r5)]
(2496, 5699, 2436, 5574, 2343, 5835, 6414, 4433, 5010, 5367, 4858, 5179)->[2, -2, (0+2*r5), -2]
(672, 4297, 3850, 6442, 2157, 6606, 847, 2933, 3605, 3642, 3195, 5117)->[(1-1*r5), (1-1*r5), (3+1*r5), (1-1*r5)]
(324, 6212, 1190, 935, 2598, 5356, 464, 2704, 5937, 6962, 2390, 2302)->[(1-1*r5), (3+1*r5), (-1+1*r5), (-1+1*r5)]
(6112, 6922, 3244, 4944, 4625, 2098, 6427, 3220, 4984, 1243, 1916, 2429)->[2, -2, 2, (0-2*r5)]
(2816, 2306, 233, 3949, 3534, 5519, 5427, 6197, 3706, 2301, 1598, 2111)->[(1+1*r5), 2, 4, (1-1*r5)]
(3681, 6726, 3019, 2846, 1266, 2162, 7154, 3129, 5242, 2203, 2140, 2430)->[0, (-1-1*r5), (0-2*r5), (1-1*r5)]
(6561, 5160, 1353, 2444, 4206, 6542, 1943, 3250, 4564, 1846, 726, 3069)->[(3-1*r5), (3+1*r5), 2, 0]
(1959, 3305, 843, 6840, 7151, 2227, 3765, 7158, 4184, 2553, 1115, 2175)->[4, (1+1*r5), 2, (-1+1*r5)]
(960, 897, 5190, 5670, 681, 1070, 4974, 5072, 2609, 5646, 2454, 441)->[-2, (-1-1*r5), (-1+1*r5), 4]
(5443, 5092, 873, 3817, 6763, 6100, 3349, 2070, 5596, 1245, 1822, 447)->[(1+1*r5), (3-1*r5), (1+1*r5), (1+1*r5)]
(3882, 3277, 3791, 6777, 2866, 4020, 5978, 119, 6393, 5050, 5563, 3197)->[2, (1+1*r5), (1-1*r5), -4]
(1954, 7074, 2502, 4988, 2353, 4500, 5494, 1436, 1082, 1819, 2204, 5279)->[(-3-1*r5), (1-1*r5), (-1+1*r5), (-1+1*r5)]
(3107, 3852, 1645, 2895, 2320, 6799, 116, 5302, 3960, 2715, 1212, 1182)->[(0+2*r5), 2, 2, -2]
(1696, 3973, 968, 1423, 1392, 1969, 2226, 3509, 5333, 4503, 5145, 4798)->[(-1-1*r5), (-1-1*r5), (1+1*r5), (3-1*r5)]
(2274, 2251, 2827, 2125, 5323, 6990, 722, 5268, 2009, 5340, 1565, 4255)->[(3+1*r5), (3-1*r5), 0, 2]
(3809, 1156, 3876, 6021, 6410, 1419, 6545, 3481, 3450, 6105, 2238, 3679)->[-2, -4, (-1-1*r5), (1-1*r5)]
(5916, 778, 3626, 1196, 7149, 175, 373, 1270, 6203, 1308, 6590, 5311)->[2, (1+1*r5), (1-1*r5), 4]
(2887, 1127, 6635, 845, 5102, 3919, 2672, 5616, 5681, 2579, 6933, 5659)->[(1-1*r5), (1+1*r5), 0, (0+2*r5)]
(5219, 5439, 6732, 5805, 1298, 3572, 3253, 5878, 2649, 6588, 1533, 2495)->[0, (1-1*r5), (1+1*r5), (0+2*r5)]
(7041, 5927, 1130, 1291, 2830, 4302, 3063, 1173, 1751, 5946, 6205, 287)->[(-1+1*r5), (-1+1*r5), (3+1*r5), (1-1*r5)]
(4323, 5635, 1197, 3983, 5651, 5811, 1526, 6326, 6454, 3449, 4092, 2975)->[2, 2, (0-2*r5), -2]
(3458, 2116, 1414, 6792, 3145, 2090, 2890, 5418, 2293, 5656, 3035, 4060)->[(-1+1*r5), -2, (-1-1*r5), 4]
(2398, 1026, 5380, 5566, 619, 4363, 7115, 2927, 6772, 342, 4443, 1790)->[(0+2*r5), (-1-1*r5), (-1+1*r5), 0]
(354, 5992, 2574, 5552, 6034, 499, 6740, 6867, 7126, 5463, 1688, 5022)->[-2, 2, 2, (0-2*r5)]
(6530, 3645, 3939, 901, 5287, 1578, 6643, 500, 117, 6325, 4823, 3389)->[(-1-1*r5), (1+1*r5), (1+1*r5), (-3+1*r5)]
(96, 674, 5346, 5513, 4811, 1391, 4367, 6452, 4477, 1465, 3515, 4061)->[(-1+1*r5), -4, -2, (-1-1*r5)]
(4185, 6437, 2891, 5965, 6491, 2068, 5527, 2841, 2619, 4445, 221, 735)->[(1-1*r5), (-1+1*r5), (3+1*r5), (-1+1*r5)]
(390, 5575, 201, 297, 7167, 1103, 4626, 5074, 6265, 2075, 4414, 5983)->[(-3+1*r5), (-1-1*r5), (-1-1*r5), (-1-1*r5)]
(6948, 3463, 6216, 2092, 1325, 785, 434, 754, 4306, 4181, 5172, 3007)->[(3-1*r5), 0, (-3-1*r5), -2]
(3680, 3840, 6627, 2820, 5636, 105, 4137, 6413, 2766, 3476, 3774, 1279)->[(-1-1*r5), (-3+1*r5), (-1-1*r5), (1+1*r5)]
(4611, 4196, 5318, 1447, 168, 5256, 3376, 6163, 1686, 6072, 316, 1055)->[(-1+1*r5), -2, (-1-1*r5), -4]
(6240, 3938, 2275, 3843, 1351, 3495, 6063, 6095, 882, 2387, 5628, 30)->[(1+1*r5), (0-2*r5), 0, (-1+1*r5)]
(129, 1697, 5409, 228, 6725, 3367, 2382, 6993, 6194, 4244, 727, 6814)->[(1-1*r5), 4, 2, (-1-1*r5)]
(1315, 5196, 3647, 2417, 2449, 5042, 2484, 5298, 1334, 5556, 2013, 3295)->[(3+1*r5), (3-1*r5), 0, -2]
(4227, 1191, 6476, 206, 1457, 1585, 3635, 628, 4627, 4441, 1979, 3006)->[(-1+1*r5), (-3-1*r5), (-1+1*r5), (1-1*r5)]
(384, 1028, 6534, 1223, 6955, 2705, 180, 6804, 7096, 4282, 4539, 3356)->[2, 0, (3-1*r5), (-3-1*r5)]
(1248, 2336, 1384, 7050, 5932, 498, 6132, 4279, 1048, 3962, 3836, 1341)->[(-1-1*r5), (3-1*r5), (1+1*r5), (1+1*r5)]
(3236, 3940, 5444, 3625, 586, 2379, 6409, 2294, 4311, 6712, 5017, 639)->[(-1+1*r5), 2, (1+1*r5), -4]
(1633, 2434, 1953, 3750, 1224, 5229, 3439, 2806, 6006, 7094, 2397, 6750)->[2, 0, (-3+1*r5), (3+1*r5)]
(5058, 232, 1256, 5899, 1484, 5228, 2160, 3929, 2073, 5629, 4382, 4415)->[(-3+1*r5), (-3-1*r5), -2, 0]
(961, 1956, 4229, 3943, 1610, 5131, 1228, 5678, 1202, 6707, 2422, 6073)->[(-1-1*r5), 0, (-1+1*r5), (0+2*r5)]
(3872, 6816, 6340, 1349, 6445, 335, 6863, 2837, 662, 4440, 6681, 3835)->[4, (1-1*r5), (-1-1*r5), 2]
(2241, 6145, 7105, 3819, 140, 2028, 5103, 1776, 3537, 1138, 4661, 7189)->[(-1-1*r5), -2, -4, (1-1*r5)]
(800, 6179, 5543, 5129, 1707, 1778, 3858, 7157, 2489, 6555, 3998, 3935)->[(-1+1*r5), -2, (1+1*r5), -4]
(710, 1542, 970, 5259, 4972, 4303, 83, 1332, 3453, 6046, 253, 3966)->[0, (0+2*r5), (-1+1*r5), (-1-1*r5)]
(513, 4483, 5956, 6441, 266, 6603, 815, 240, 724, 3157, 123, 29)->[4, -4, 0, 0]
(6306, 3651, 4932, 998, 3979, 6605, 2451, 3667, 5238, 3927, 2264, 2683)->[(-3-1*r5), 0, 2, (3-1*r5)]
(5570, 6367, 2406, 5608, 3978, 4267, 1649, 788, 1589, 6645, 664, 2303)->[0, (-3+1*r5), -2, (3+1*r5)]
(1317, 2982, 3654, 2632, 1706, 5162, 467, 5909, 6869, 5881, 1725, 4222)->[(3-1*r5), (1+1*r5), (-1-1*r5), (1+1*r5)]
(5305, 3461, 262, 4684, 2318, 7022, 6419, 2425, 570, 5787, 190, 1663)->[4, (-1-1*r5), -2, (-1+1*r5)]
(3075, 6308, 743, 3018, 6539, 2671, 3279, 4371, 1877, 4694, 4152, 4765)->[(-3-1*r5), (-3+1*r5), 0, -2]
(4131, 5379, 1286, 4326, 5607, 3883, 6892, 5842, 2389, 5111, 5500, 92)->[(1-1*r5), (1+1*r5), -4, 2]
(1730, 2562, 3556, 2629, 1831, 523, 1931, 3853, 2674, 2036, 821, 1439)->[0, 4, -4, 0]
(5281, 4899, 4900, 3749, 4166, 2151, 1128, 7015, 5547, 4887, 2008, 2874)->[(-3-1*r5), (1-1*r5), (1-1*r5), (1-1*r5)]
(4130, 5221, 2439, 2568, 1546, 3083, 3598, 81, 50, 755, 3287, 633)->[(1-1*r5), -4, 2, (-1-1*r5)]
(3616, 4194, 4614, 3303, 618, 3532, 3054, 6894, 3569, 4338, 1721, 319)->[(-1-1*r5), (1+1*r5), (3-1*r5), (-1-1*r5)]
(2561, 5217, 7138, 5838, 5167, 3888, 2325, 2453, 55, 3897, 4121, 3326)->[-2, -2, -2, (0+2*r5)]
(2625, 3399, 1293, 3373, 1615, 1425, 2578, 5585, 7123, 1718, 1754, 5789)->[(0+2*r5), (1-1*r5), 0, (-1-1*r5)]
(2593, 1410, 4904, 2250, 5326, 6766, 4690, 4438, 7159, 5914, 1627, 540)->[(0-2*r5), (-1-1*r5), (1-1*r5), 0]
(7168, 1541, 4072, 4395, 2190, 4047, 1845, 565, 6648, 3866, 4956, 1758)->[(1-1*r5), (1+1*r5), 4, 2]
(7008, 3617, 1058, 7045, 6376, 5161, 4176, 148, 6582, 5979, 1021, 3359)->[(1+1*r5), 2, 4, (-1+1*r5)]
(5473, 5410, 1220, 425, 395, 268, 1868, 721, 4147, 1524, 4024, 2940)->[-2, (0-2*r5), -2, 2]
(3776, 3041, 2755, 229, 4362, 6155, 6890, 751, 5104, 6994, 1047, 1337)->[(1-1*r5), 0, (0+2*r5), (1+1*r5)]
(5665, 1832, 6664, 4171, 4142, 3164, 5458, 4980, 3737, 124, 6333, 2015)->[(-1-1*r5), (-1+1*r5), (0+2*r5), 0]
(3937, 3500, 5548, 303, 624, 1168, 466, 1238, 5720, 3738, 125, 3167)->[2, (1-1*r5), 4, (1+1*r5)]
(5856, 4481, 3239, 2537, 3723, 1714, 179, 3317, 152, 634, 1724, 3551)->[(1+1*r5), (-3+1*r5), (1+1*r5), (-1-1*r5)]
(2784, 5510, 1383, 967, 6311, 7053, 3790, 176, 4149, 2967, 3383, 5150)->[(1+1*r5), (-1+1*r5), -2, -4]
(321, 5697, 67, 1507, 4517, 5059, 6246, 1292, 5712, 4725, 3894, 2169)->[(3-1*r5), (-3-1*r5), 2, 0]
(1888, 5376, 7075, 836, 517, 1737, 5625, 5076, 278, 5497, 2845, 862)->[(1-1*r5), (-1-1*r5), 4, 2]
(6082, 2821, 1065, 5163, 6443, 6224, 5554, 5586, 4468, 5814, 1239, 6235)->[(-1-1*r5), (1-1*r5), (0+2*r5), 0]
