(2050, 1987, 3683, 6630, 267, 2834, 1975, 3416, 442, 3483, 2359, 2686)->[(0-2*r5), 0, (1+1*r5), (-1+1*r5)]
(2272, 2021, 5093, 6823, 5449, 1837, 814, 3284, 4376, 345, 2844, 3903)->[-4, (-1-1*r5), -2, (1-1*r5)]
(2980, 2823, 5672, 7081, 907, 2222, 5392, 4243, 5016, 1401, 5277, 3487)->[(-1+1*r5), (-1+1*r5), (3+1*r5), (-1+1*r5)]
(1699, 4295, 2089, 2155, 6604, 5551, 4496, 4030, 214, 3191, 5661, 894)->[(-1+1*r5), (-3-1*r5), (-1+1*r5), (-1+1*r5)]
(5733, 937, 4843, 4300, 6411, 3609, 5011, 1176, 3193, 2938, 59, 6335)->[(-1+1*r5), 2, (-1-1*r5), 4]
(6210, 3012, 6629, 6153, 3562, 2539, 6157, 2511, 3920, 692, 791, 348)->[(1+1*r5), (1+1*r5), (3-1*r5), (1+1*r5)]
(3297, 6653, 2949, 3208, 2889, 6282, 6221, 3763, 1941, 3095, 3545, 4029)->[0, (-1+1*r5), (-1-1*r5), (0+2*r5)]
(3265, 5250, 964, 1029, 6277, 4970, 5871, 2131, 3892, 3925, 2678, 5205)->[(-1+1*r5), (0-2*r5), (-1-1*r5), 0]
(3427, 6500, 2533, 4613, 3175, 5200, 7197, 3574, 5177, 603, 5052, 3805)->[0, (3+1*r5), (3-1*r5), 2]
(6048, 3780, 1513, 3467, 6930, 3891, 2740, 1364, 2934, 5587, 4120, 4638)->[0, (-3-1*r5), (-3+1*r5), -2]
(2208, 5537, 1282, 3332, 6351, 6384, 209, 4179, 3871, 7135, 2300, 2879)->[(1-1*r5), (1+1*r5), 0, (0-2*r5)]
(5280, 3137, 4034, 840, 5386, 3601, 6193, 2867, 6227, 5209, 795, 2620)->[0, 2, (3+1*r5), (3-1*r5)]
(608, 6592, 393, 3339, 4173, 7097, 529, 3411, 887, 5977, 859, 222)->[0, (1-1*r5), (-1-1*r5), (0-2*r5)]
(4132, 2854, 6793, 7178, 7051, 4172, 1069, 4781, 4912, 5008, 3868, 5885)->[2, -4, (-1-1*r5), (-1+1*r5)]
(1952, 3552, 130, 5601, 5641, 173, 3183, 4337, 6417, 852, 854, 763)->[(-1-1*r5), -4, (-1+1*r5), -2]
(4259, 4356, 6821, 4838, 6761, 3051, 4432, 6736, 3478, 4377, 475, 5917)->[(0+2*r5), (-1+1*r5), 0, (1+1*r5)]
(6562, 5, 5452, 1199, 3056, 6575, 6835, 2261, 2741, 3066, 5692, 5791)->[-4, 2, (1-1*r5), (1+1*r5)]
(6528, 2658, 6018, 5064, 749, 270, 2893, 6576, 4017, 2739, 91, 799)->[(1+1*r5), (-3+1*r5), (-1-1*r5), (1+1*r5)]
(3488, 4612, 6599, 3433, 4696, 1164, 1679, 5265, 2104, 5530, 6172, 541)->[(-1-1*r5), (-1-1*r5), (3-1*r5), (-1-1*r5)]
(6214, 2471, 2025, 41, 3693, 6610, 1459, 6004, 4345, 5405, 4284, 1373)->[(1-1*r5), (1-1*r5), (-1+1*r5), (-3-1*r5)]
(4579, 677, 2440, 1099, 4587, 4973, 3982, 656, 145, 20, 4341, 5044)->[0, (-1-1*r5), (0-2*r5), (-1+1*r5)]
(962, 6533, 5990, 3754, 4746, 6059, 6958, 2801, 4691, 5683, 4378, 5215)->[(-3-1*r5), (-3+1*r5), 0, 2]
(2308, 1671, 5799, 2861, 1518, 3185, 1874, 3636, 4756, 6970, 1917, 2719)->[4, 2, (1-1*r5), (-1-1*r5)]
(6722, 4901, 3816, 4715, 1004, 205, 5360, 7185, 1525, 5653, 343, 1273)->[(1+1*r5), (-1-1*r5), (3-1*r5), (1+1*r5)]
(6113, 1890, 5668, 6662, 584, 6633, 332, 2350, 2034, 792, 953, 2842)->[-2, (-1+1*r5), -4, (1+1*r5)]
(6080, 7017, 1963, 2680, 2253, 110, 7025, 1175, 2360, 2651, 6044, 2526)->[(3+1*r5), 0, 2, (3-1*r5)]
(3009, 6150, 6887, 2956, 4569, 433, 6834, 6961, 1271, 1369, 2461, 3485)->[(-1+1*r5), 0, (0-2*r5), (1+1*r5)]
(3232, 6850, 3715, 196, 4366, 2191, 1137, 82, 5715, 6068, 469, 88)->[2, 2, (0+2*r5), 2]
(4258, 6083, 2822, 4331, 5515, 569, 5490, 6066, 629, 3190, 5592, 249)->[(3+1*r5), (-3+1*r5), 0, 2]
(6370, 6918, 7112, 905, 6058, 3100, 3504, 306, 4499, 4855, 2748, 6813)->[0, (3-1*r5), 2, (-3-1*r5)]
(1892, 292, 3557, 5583, 4144, 3729, 3026, 4951, 2138, 4987, 3550, 4895)->[2, (1+1*r5), (-1+1*r5), 4]
(320, 3264, 578, 5218, 3560, 6220, 6765, 3252, 921, 2171, 4796, 2462)->[-2, 4, (-1-1*r5), (-1+1*r5)]
(6564, 2373, 3435, 6321, 1810, 4115, 7186, 6775, 6392, 4602, 2107, 5822)->[(0-2*r5), 0, (1+1*r5), (1-1*r5)]
(803, 6885, 3336, 2665, 2026, 2603, 1965, 1972, 6356, 2166, 6231, 5849)->[2, (3-1*r5), (3+1*r5), 0]
(5505, 3172, 1432, 1005, 4402, 1813, 1333, 440, 6009, 3803, 6811, 3743)->[(-3-1*r5), (-1+1*r5), (-1+1*r5), (-1+1*r5)]
(4962, 1517, 686, 4109, 1104, 5784, 5138, 3156, 7190, 823, 984, 668)->[-2, 2, (0+2*r5), -2]
(2850, 5980, 2888, 1451, 2284, 813, 4434, 4820, 2102, 2263, 4411, 3580)->[(3-1*r5), 2, 0, (3+1*r5)]
(1280, 2497, 6881, 2245, 1382, 5036, 7002, 5529, 3546, 1755, 349, 1757)->[0, (0-2*r5), (1-1*r5), (1+1*r5)]
(4928, 3900, 3910, 4078, 6039, 19, 5436, 951, 729, 6395, 1884, 2557)->[(-3+1*r5), 2, 0, (-3-1*r5)]
(7130, 3234, 3684, 5351, 1960, 2505, 4474, 6746, 25, 314, 764, 3967)->[(1-1*r5), 0, (0+2*r5), (-1-1*r5)]
(387, 6339, 141, 3726, 1807, 5070, 5329, 6803, 3860, 2005, 216, 1785)->[(-1+1*r5), (-3-1*r5), (1-1*r5), (1-1*r5)]
(1090, 452, 4005, 6791, 5640, 3212, 2193, 2130, 2483, 1397, 2581, 474)->[(0+2*r5), 0, (-1-1*r5), (1-1*r5)]
(6984, 4458, 3980, 429, 6350, 623, 370, 5235, 4245, 6549, 3031, 954)->[2, (-1-1*r5), (-1+1*r5), 4]
(6658, 2277, 5960, 5321, 6537, 139, 5100, 1937, 2742, 7034, 4764, 5855)->[2, (0-2*r5), 2, -2]
(419, 5991, 2984, 4393, 4426, 2093, 6353, 2996, 1684, 3542, 6228, 4927)->[(1-1*r5), (-1-1*r5), 0, (0+2*r5)]
(768, 3398, 6278, 5097, 1355, 3149, 7095, 2776, 5465, 5467, 6877, 5727)->[(1+1*r5), (1-1*r5), 2, 4]
(3424, 6628, 777, 2570, 3658, 4971, 7054, 2395, 1689, 1403, 6396, 4221)->[-4, 0, 4, 0]
(1923, 1444, 5411, 2375, 6249, 939, 2800, 3637, 2134, 2332, 5021, 4287)->[0, -2, (-3-1*r5), (-3+1*r5)]
(6176, 6754, 3493, 614, 3465, 6637, 1295, 2224, 2546, 5850, 5434, 4383)->[0, (3+1*r5), (-3+1*r5), -2]
(1698, 1378, 2724, 3944, 4264, 3147, 6669, 4335, 5936, 2097, 5425, 7003)->[(1-1*r5), (-1-1*r5), -4, 2]
(4865, 2659, 1254, 3752, 1642, 2795, 3308, 1037, 4466, 2616, 1945, 6328)->[(0-2*r5), 2, 2, -2]
(6329, 164, 6085, 6403, 6279, 5288, 6856, 2892, 6128, 2040, 3513, 3163)->[0, (1-1*r5), (-1-1*r5), (0+2*r5)]
(2178, 6022, 1896, 75, 6091, 1165, 3887, 3541, 6428, 5498, 5372, 6493)->[(-1-1*r5), 2, -4, (-1+1*r5)]
(2688, 1799, 1032, 2952, 4266, 3742, 4583, 6924, 7111, 2930, 1011, 2782)->[0, (-1+1*r5), (1+1*r5), (0-2*r5)]
(1921, 4535, 3011, 1093, 6770, 1300, 564, 1976, 3701, 1400, 7029, 4188)->[(-1-1*r5), (1-1*r5), 2, -4]
(5153, 675, 1508, 2056, 5385, 7117, 4241, 6866, 5213, 5718, 3736, 2653)->[(1-1*r5), (-3-1*r5), (1-1*r5), (-1+1*r5)]
(5852, 3109, 203, 5389, 4110, 2997, 6677, 1463, 6938, 1084, 3038, 223)->[4, 2, (-1+1*r5), (-1-1*r5)]
(2329, 1449, 4009, 3851, 1681, 3153, 1561, 4570, 347, 828, 1054, 4735)->[(3+1*r5), -2, (3-1*r5), 0]
(416, 1736, 5968, 1906, 1843, 4056, 1909, 4055, 2488, 3230, 94, 927)->[2, (1-1*r5), -4, (1+1*r5)]
(2119, 2120, 457, 1549, 4719, 945, 753, 1745, 4881, 3672, 1114, 1086)->[(-1-1*r5), (-1-1*r5), (-3+1*r5), (-1-1*r5)]
(6497, 6663, 4873, 6668, 2831, 6033, 918, 6079, 6042, 1787, 3196, 3231)->[4, -2, (-1+1*r5), (-1-1*r5)]
(1856, 3968, 1060, 2789, 4037, 4299, 5707, 6554, 5363, 2870, 3834, 4831)->[(0+2*r5), -2, -2, -2]
(6147, 2340, 2885, 3429, 5962, 271, 6032, 2804, 3445, 6548, 6903, 4540)->[(-1+1*r5), -4, -2, (1+1*r5)]
(2019, 6679, 5260, 430, 2770, 5523, 3732, 4853, 1399, 6969, 2717, 1214)->[(-1+1*r5), (1+1*r5), 4, 2]
(1728, 2976, 3298, 3682, 932, 6464, 6661, 2631, 4747, 5803, 6636, 4374)->[(-1+1*r5), (1+1*r5), 4, -2]
(5124, 4892, 4742, 4840, 3081, 6623, 4051, 5753, 3930, 31, 6749, 4607)->[(3+1*r5), 0, -2, (-3+1*r5)]
(36, 134, 1416, 6312, 6379, 1133, 6286, 3023, 2129, 4187, 3070, 3711)->[0, 2, (-3-1*r5), (-3+1*r5)]
(4384, 3618, 2503, 5996, 2606, 6735, 5168, 3441, 6166, 6294, 3161, 510)->[(-1-1*r5), (1-1*r5), 2, 4]
(2848, 69, 2661, 1545, 2154, 3273, 1260, 1296, 3248, 3954, 6352, 1206)->[(1+1*r5), 0, (1-1*r5), (0+2*r5)]
(5915, 4610, 1091, 1733, 4593, 2707, 1428, 6739, 4215, 5818, 3099, 7133)->[(1+1*r5), (-1-1*r5), (-1-1*r5), (-3+1*r5)]
(6144, 325, 5853, 74, 6762, 6415, 4310, 6646, 4922, 2971, 4509, 6110)->[(0+2*r5), 2, -2, -2]
(6016, 4545, 6874, 747, 4537, 1936, 1204, 84, 567, 3417, 4442, 638)->[2, -2, -2, (0+2*r5)]
(97, 4814, 6510, 2643, 1523, 1044, 6682, 6995, 5912, 4089, 4666, 1437)->[(0-2*r5), 0, (-1-1*r5), (1-1*r5)]
(6945, 2341, 2758, 6598, 3661, 4589, 6960, 1170, 5464, 2777, 5018, 2077)->[(-3+1*r5), (1+1*r5), (-1-1*r5), (1+1*r5)]
(4065, 2367, 6280, 4874, 1739, 5514, 1581, 3407, 368, 4783, 922, 1695)->[(0-2*r5), (1+1*r5), (-1+1*r5), 0]
(2344, 969, 5815, 6041, 3505, 1815, 5239, 2234, 6331, 508, 4734, 6527)->[(1-1*r5), (1-1*r5), (1-1*r5), (3+1*r5)]
(3995, 6344, 409, 2577, 402, 3796, 6357, 407, 6456, 601, 1083, 7102)->[(1-1*r5), (0+2*r5), (1+1*r5), 0]
(4033, 4327, 6567, 1289, 5098, 4011, 5650, 5686, 5562, 2811, 4572, 6301)->[-2, (-1+1*r5), 4, (1+1*r5)]
(5664, 1121, 3608, 1580, 6458, 2447, 6927, 1394, 3032, 313, 5786, 2011)->[0, (-1+1*r5), (1+1*r5), (0+2*r5)]
(2273, 3714, 4902, 1609, 941, 6446, 5971, 4183, 2712, 1660, 6237, 6911)->[-4, (1+1*r5), -2, (-1+1*r5)]
(5953, 739, 6373, 3015, 39, 6313, 4620, 7120, 5976, 3578, 5115, 1151)->[(-1+1*r5), (0+2*r5), (1+1*r5), 0]
(4026, 738, 4994, 3524, 2948, 3588, 6596, 5480, 5241, 2202, 6302, 6047)->[(-1+1*r5), (1-1*r5), (3+1*r5), (-1+1*r5)]
(1793, 4098, 4867, 6181, 1894, 774, 3437, 5774, 305, 3348, 949, 3387)->[(3-1*r5), -2, 0, (-3-1*r5)]
(6721, 7137, 5539, 2535, 5096, 6184, 3821, 6062, 4113, 5879, 6074, 1566)->[(-1+1*r5), (1-1*r5), (-3-1*r5), (1-1*r5)]
(4290, 4392, 4553, 5448, 3563, 6121, 3443, 2805, 4118, 3159, 1144, 3994)->[0, (0-2*r5), (1-1*r5), (-1-1*r5)]
(2049, 3462, 2248, 5771, 3436, 6031, 3152, 6929, 4437, 1530, 5595, 6431)->[(3+1*r5), (-3+1*r5), 0, -2]
(4961, 1795, 6309, 1670, 3847, 2923, 1902, 6900, 5781, 1368, 1499, 6685)->[(1-1*r5), (-1+1*r5), (-3-1*r5), (1-1*r5)]
(4064, 641, 5797, 6919, 4617, 3084, 463, 4209, 3255, 3321, 6108, 375)->[(0-2*r5), 2, -2, -2]
(6657, 5730, 4419, 4969, 1485, 5517, 3663, 1171, 4824, 4473, 6429, 5309)->[2, (0+2*r5), 2, 2]
(1794, 351, 2630, 1641, 810, 4202, 6190, 2607, 1201, 5809, 6686, 703)->[(3-1*r5), 2, 0, (-3-1*r5)]
(6976, 1572, 2571, 6701, 1422, 4623, 2992, 4788, 5908, 1719, 4281, 5146)->[(1-1*r5), (-1-1*r5), 4, -2]
(2723, 5187, 3685, 5508, 6213, 2521, 399, 4948, 3926, 2201, 1342, 1407)->[(1+1*r5), (-1-1*r5), (-3+1*r5), (-1-1*r5)]
(4992, 4513, 6303, 1957, 4744, 5147, 5631, 6421, 4794, 4955, 6875, 2271)->[-2, (-1-1*r5), (1-1*r5), -4]
(1474, 2024, 2091, 2859, 1453, 5292, 5755, 5806, 7160, 986, 2747, 1919)->[(-1-1*r5), (-1-1*r5), (-1-1*r5), (3-1*r5)]
(6593, 4709, 2694, 5416, 1274, 3788, 4757, 374, 5722, 122, 2972, 5055)->[(-3+1*r5), (-1-1*r5), (-1-1*r5), (1+1*r5)]
(2112, 3781, 2726, 4710, 5450, 879, 2163, 659, 4435, 758, 3289, 5660)->[-2, (1-1*r5), 4, (1+1*r5)]
(5760, 7140, 5719, 3559, 1320, 4809, 1486, 1904, 2802, 595, 5973, 3639)->[(1+1*r5), 0, (1-1*r5), (0-2*r5)]
(6432, 1158, 5831, 4557, 5775, 2928, 3568, 4688, 4916, 6776, 698, 1246)->[(-3+1*r5), 0, (3+1*r5), -2]
(5185, 4386, 5954, 1252, 5924, 5414, 4522, 779, 4268, 4844, 302, 1973)->[(1+1*r5), (1+1*r5), (-1-1*r5), (-3+1*r5)]
(1604, 3620, 1094, 5094, 6404, 2953, 1994, 6096, 3059, 789, 503, 6910)->[2, (3+1*r5), 0, (-3+1*r5)]
(2240, 481, 3456, 6848, 4069, 6602, 2029, 3629, 1938, 728, 1915, 5886)->[(0-2*r5), 2, 2, 2]
(518, 7047, 235, 236, 493, 881, 3473, 4501, 1691, 3132, 509, 3166)->[2, 4, (1+1*r5), (1-1*r5)]
(1249, 3045, 6758, 488, 2060, 1230, 1935, 6862, 7023, 5945, 5785, 3613)->[(-1-1*r5), 4, (1-1*r5), -2]
(7044, 4042, 4365, 5618, 5204, 5559, 1784, 1723, 4028, 5112, 2654, 3455)->[(1-1*r5), (-1+1*r5), (-1+1*r5), (-3-1*r5)]
(2656, 4641, 6369, 1348, 6693, 2182, 103, 2792, 2569, 6120, 974, 3764)->[0, (1+1*r5), (0-2*r5), (-1+1*r5)]
(5026, 227, 5316, 1479, 679, 1992, 4712, 4397, 4048, 2100, 379, 1468)->[(-1-1*r5), 4, (-1+1*r5), -2]
(225, 771, 868, 4357, 6884, 4265, 204, 3758, 3951, 4531, 6460, 380)->[-4, 2, (-1+1*r5), (-1-1*r5)]
(581, 6139, 1544, 1929, 4041, 4520, 3564, 6439, 4689, 339, 4923, 2428)->[(-1-1*r5), -4, (1-1*r5), 2]
(2088, 6506, 5579, 2655, 5359, 3345, 1651, 5942, 1207, 1816, 1949, 2079)->[0, (-1-1*r5), (0+2*r5), (-1+1*r5)]
(1603, 6558, 326, 5798, 2249, 3691, 5388, 4399, 468, 26, 4827, 4350)->[(-3-1*r5), 0, -2, (-3+1*r5)]
(3268, 2148, 838, 6585, 5580, 6252, 819, 3124, 5492, 3511, 4697, 5565)->[(3-1*r5), (-1-1*r5), (1+1*r5), (1+1*r5)]
(2946, 3522, 5542, 424, 1865, 4296, 653, 2769, 4628, 5048, 7194, 1020)->[(1-1*r5), (-3-1*r5), (1-1*r5), (1-1*r5)]
(6496, 6690, 3913, 911, 5521, 1010, 5075, 7091, 3671, 5336, 58, 4701)->[(1-1*r5), (-3-1*r5), (-1+1*r5), (-1+1*r5)]
(6624, 6914, 3657, 2635, 4779, 4525, 4780, 3825, 1426, 1687, 6971, 28)->[-2, (1+1*r5), (1-1*r5), 4]
(448, 1668, 6852, 5512, 2921, 238, 6830, 4816, 6743, 312, 4954, 1883)->[(-1+1*r5), 0, (0-2*r5), (-1-1*r5)]
(5313, 3874, 3235, 4002, 2790, 3401, 5994, 4085, 2233, 5788, 3421, 5535)->[(1-1*r5), -2, (-1-1*r5), -4]
(4673, 2786, 6855, 811, 5451, 5455, 6383, 5682, 3987, 3604, 6424, 5469)->[2, -2, (0+2*r5), 2]
(7040, 5442, 1766, 3880, 3311, 784, 5328, 6768, 4949, 6778, 2682, 3452)->[-2, -2, (0+2*r5), 2]
(6785, 2787, 5796, 1375, 3206, 3623, 812, 4404, 5397, 1303, 283, 2143)->[(1+1*r5), (-3+1*r5), (-1-1*r5), (-1-1*r5)]
(5089, 1464, 3432, 1001, 4683, 560, 2608, 2835, 6613, 2136, 2041, 7066)->[4, -2, (1-1*r5), (-1-1*r5)]
(1152, 6817, 450, 6532, 2469, 6756, 7014, 2762, 2610, 1618, 7068, 6717)->[(-1-1*r5), (-3+1*r5), (1+1*r5), (-1-1*r5)]
(6622, 3496, 1386, 3755, 816, 4917, 6999, 793, 1626, 3707, 572, 62)->[(0+2*r5), (-1+1*r5), 0, (-1-1*r5)]
(318, 5378, 4868, 4741, 6023, 7036, 7087, 4307, 248, 4220, 4280, 1247)->[2, (-3-1*r5), 0, (3-1*r5)]
(4096, 2530, 1415, 5224, 2059, 3020, 1774, 3502, 5264, 2673, 2642, 5883)->[(3-1*r5), -2, 0, (3+1*r5)]
(2176, 6819, 1510, 2567, 1192, 1483, 2094, 1583, 2127, 2158, 5972, 1720)->[(-3+1*r5), (1+1*r5), (-1-1*r5), (-1-1*r5)]
(226, 4968, 5065, 458, 5322, 6346, 4463, 4368, 3091, 6131, 6391, 6522)->[(-1-1*r5), (1+1*r5), (-3+1*r5), (-1-1*r5)]
(1792, 5475, 2265, 3492, 6275, 2279, 2791, 4360, 5516, 1519, 2838, 1753)->[(1+1*r5), (1+1*r5), (1+1*r5), (3-1*r5)]
(992, 3395, 516, 645, 6299, 6451, 2516, 598, 5080, 4699, 1052, 3646)->[(-3+1*r5), (1+1*r5), (1+1*r5), (-1-1*r5)]
(291, 4486, 2759, 2728, 6122, 4124, 1340, 2968, 6201, 1404, 2269, 4541)->[-2, (-1+1*r5), -4, (-1-1*r5)]
(996, 2118, 6382, 4848, 5424, 5938, 6484, 1269, 4981, 5274, 2812, 2045)->[-2, (-3-1*r5), 0, (3-1*r5)]
(1634, 4, 5381, 2316, 589, 2703, 1779, 3092, 3285, 6836, 5019, 126)->[(1-1*r5), (-1+1*r5), (3+1*r5), (1-1*r5)]
(6017, 2757, 678, 1319, 3622, 3086, 2458, 6670, 913, 6038, 1050, 6271)->[(-3-1*r5), -2, (3-1*r5), 0]
(2048, 4224, 4225, 6818, 5509, 5354, 1261, 1490, 4339, 2772, 1495, 6239)->[2, (1+1*r5), (-1+1*r5), -4]
(4418, 5347, 6729, 2319, 2479, 2480, 243, 7155, 2426, 4027, 61, 2142)->[4, (1+1*r5), -2, (-1+1*r5)]
(6368, 3, 3364, 165, 2920, 4621, 5038, 16, 2768, 5113, 6492, 1981)->[(1+1*r5), (-3+1*r5), (1+1*r5), (1+1*r5)]
(4640, 1313, 3650, 1347, 2947, 1605, 3970, 3624, 7114, 182, 6263, 4091)->[(1+1*r5), 4, (-1+1*r5), -2]
(3073, 4964, 5700, 2086, 6457, 1417, 1839, 4146, 6136, 4793, 6845, 6975)->[4, (-1-1*r5), 2, (1-1*r5)]
(4837, 1639, 776, 4203, 4876, 2829, 1297, 6898, 2165, 3638, 1880, 6621)->[(1+1*r5), (1+1*r5), (1+1*r5), (-3+1*r5)]
(3393, 6440, 2826, 6967, 750, 2799, 594, 6099, 2327, 7000, 1402, 2974)->[-2, (3+1*r5), 0, (-3+1*r5)]
(5573, 231, 2857, 878, 142, 6734, 3730, 4663, 6297, 5819, 3965, 1630)->[-4, (-1+1*r5), (1+1*r5), 2]
(5600, 289, 4451, 1638, 6412, 3886, 2543, 2355, 3127, 3224, 3322, 987)->[(-3-1*r5), (3-1*r5), 0, 2]
(1185, 4068, 4006, 4648, 2351, 1455, 2991, 3759, 787, 4469, 6934, 2491)->[-2, -2, -2, (0-2*r5)]
(4801, 5286, 1612, 5680, 2993, 4465, 2323, 149, 4886, 5303, 3517, 2270)->[-2, 2, 2, (0+2*r5)]
(4003, 4581, 7079, 2729, 1100, 1357, 5837, 4305, 5426, 6868, 1594, 1534)->[-4, -2, (-1+1*r5), (1+1*r5)]
(4832, 6940, 4518, 4938, 4495, 4083, 404, 4852, 5685, 4380, 3997, 5534)->[(0-2*r5), (1-1*r5), 0, (-1-1*r5)]
(2338, 3972, 4682, 269, 4333, 912, 2514, 53, 5014, 5272, 476, 2589)->[(-1-1*r5), (3-1*r5), (-1-1*r5), (-1-1*r5)]
(5544, 1866, 2538, 4429, 5134, 2420, 5911, 1208, 6809, 6939, 3644, 5630)->[0, (-3-1*r5), (-3+1*r5), 2]
(2985, 2442, 3593, 4076, 5866, 5454, 1746, 1586, 2418, 2932, 2231, 2815)->[(-1+1*r5), (-1+1*r5), (-1+1*r5), (3+1*r5)]
(2370, 4133, 7143, 3977, 876, 2415, 1648, 562, 2617, 5306, 4571, 7069)->[(-1-1*r5), 2, 4, (-1+1*r5)]
(3554, 70, 2855, 7174, 6027, 6795, 2957, 3119, 4049, 2137, 3003, 860)->[(-1+1*r5), -4, 2, (1+1*r5)]
(864, 257, 1441, 5604, 5189, 6152, 3948, 1709, 5171, 279, 5335, 1918)->[-4, (1-1*r5), (1+1*r5), -2]
(3489, 6467, 2377, 4043, 5004, 6798, 1203, 6196, 277, 7125, 5949, 5951)->[0, (0-2*r5), (-1+1*r5), (-1-1*r5)]
(4000, 3553, 1380, 3335, 3561, 3915, 2510, 5518, 6543, 3766, 6774, 1562)->[(-3+1*r5), (-1-1*r5), (1+1*r5), (-1-1*r5)]
(2912, 5120, 2532, 6183, 2730, 6285, 5391, 6459, 5077, 5591, 473, 3643)->[-2, (-1+1*r5), 4, (-1-1*r5)]
(2528, 2691, 6149, 582, 5417, 5481, 5807, 976, 3984, 3986, 1911, 2552)->[(-1+1*r5), (0+2*r5), (-1-1*r5), 0]
(2628, 6405, 7173, 4910, 2994, 115, 5428, 3352, 2906, 4216, 286, 3615)->[(1-1*r5), 4, 2, (1+1*r5)]
(737, 5921, 6529, 6148, 5829, 3430, 1511, 333, 4817, 2196, 6745, 4894)->[0, (3+1*r5), (3-1*r5), -2]
(896, 611, 4580, 4996, 486, 2504, 4681, 6314, 80, 6097, 6580, 5271)->[4, (-1+1*r5), (1+1*r5), -2]
(2144, 4420, 5061, 1577, 2987, 908, 300, 2735, 5935, 4760, 1881, 5723)->[-2, (-1-1*r5), (-1+1*r5), -4]
(64, 4707, 1573, 1800, 4073, 1644, 79, 52, 6805, 3991, 4283, 3004)->[(-1+1*r5), (1+1*r5), -4, -2]
(579, 1350, 3431, 4743, 3538, 1267, 5652, 2229, 2006, 1783, 4632, 1595)->[(0+2*r5), (-1-1*r5), (1-1*r5), 0]
(704, 6502, 6826, 4845, 4274, 7156, 5141, 5749, 5688, 3514, 4156, 4190)->[(1-1*r5), (3+1*r5), (-1+1*r5), (1-1*r5)]
(6980, 1607, 6087, 906, 846, 3599, 178, 3218, 3319, 3001, 7035, 158)->[-4, (1-1*r5), (-1-1*r5), 2]
(2624, 2690, 6156, 2605, 1870, 5615, 5689, 5301, 4249, 4636, 6461, 5087)->[-2, 4, (1+1*r5), (-1+1*r5)]
(1504, 3815, 3976, 5511, 6088, 2223, 1072, 2868, 2262, 5655, 2456, 4989)->[0, (-3+1*r5), 2, (3+1*r5)]
(3200, 4001, 322, 3365, 1194, 3571, 4052, 4308, 1942, 6204, 4253, 6878)->[(-3-1*r5), (-1+1*r5), (-1+1*r5), (1-1*r5)]
(6551, 5922, 3786, 3246, 3055, 4562, 5266, 406, 3703, 1080, 4986, 1275)->[(-3-1*r5), 2, (3-1*r5), 0]
(5123, 2692, 5540, 3143, 4808, 5320, 107, 428, 2477, 2549, 950, 4664)->[(0+2*r5), -2, -2, 2]
(4480, 3010, 4547, 4421, 5324, 2863, 239, 3985, 4978, 6513, 3798, 886)->[(-1+1*r5), (3+1*r5), (-1+1*r5), (1-1*r5)]
(2657, 4577, 6434, 394, 5810, 1075, 5906, 7122, 4566, 471, 888, 543)->[(1+1*r5), -4, (-1+1*r5), -2]
(192, 6118, 6886, 4585, 2381, 6586, 5393, 6161, 403, 5626, 6363, 4766)->[(1-1*r5), 4, -2, (1+1*r5)]
(5440, 642, 1381, 5671, 104, 6057, 2764, 5170, 3734, 6007, 2650, 797)->[(-1-1*r5), -2, 4, (1-1*r5)]
(4007, 5929, 362, 5262, 6002, 6323, 1492, 6293, 6674, 6617, 2877, 1727)->[-4, (1-1*r5), (-1-1*r5), -2]
(1665, 162, 2818, 1412, 3480, 3621, 7148, 1711, 853, 2840, 2076, 958)->[(3+1*r5), 2, (-3+1*r5), 0]
(1602, 3140, 6822, 1543, 712, 6283, 6124, 2031, 3375, 6511, 1531, 3837)->[-2, (1+1*r5), (1-1*r5), -4]
(3745, 609, 2211, 4228, 5737, 4717, 5165, 114, 6485, 7127, 3516, 6143)->[4, (1-1*r5), (-1-1*r5), -2]
(3425, 2210, 6566, 1352, 3916, 2734, 1359, 275, 1844, 3222, 827, 7070)->[(1-1*r5), -2, (1+1*r5), -4]
(5056, 2596, 2597, 1095, 8, 1769, 2217, 3210, 5035, 6126, 5944, 1210)->[(-1-1*r5), (-3+1*r5), (1+1*r5), (1+1*r5)]
(66, 5765, 423, 5383, 4298, 4364, 3309, 6447, 3862, 4119, 6390, 7131)->[(1+1*r5), 2, -4, (1-1*r5)]
(610, 5155, 965, 133, 3046, 6565, 5647, 2385, 3633, 3989, 566, 5431)->[-2, 4, (-1-1*r5), (1-1*r5)]
(1218, 7109, 2408, 4716, 1489, 818, 2911, 6425, 6906, 923, 7166, 159)->[0, 0, -4, 4]
(422, 2698, 4044, 3792, 7121, 1715, 2709, 2583, 7065, 7067, 1149, 7007)->[2, (3+1*r5), 0, (3-1*r5)]
(5603, 709, 4390, 5867, 1452, 3981, 398, 2414, 1398, 534, 1502, 2335)->[(0-2*r5), -2, 2, 2]
(5666, 5763, 4164, 4549, 4806, 1576, 2667, 1262, 1427, 5717, 7001, 5337)->[4, 0, 0, 4]
(6241, 5060, 1990, 5768, 5882, 5744, 3313, 4145, 4178, 2357, 1722, 4316)->[2, (0+2*r5), 2, -2]
